category,rating,reviews,installs,type,price,content_rating,app_size,last_updated_encoded
Entertainment,2.7,8.016977746762262,13.122363377404328,Free,0.0,Everyone,2.8,2898
Lifestyle,3.7,10.56116298378782,13.815510557964274,Free,0.0,Everyone,96.0,3085
Lifestyle,4.6,11.623938972319792,15.424948470398375,Free,0.0,Teen,66.0,2979
Education/Business,4.5,8.287025025165063,11.512925464970229,Free,0.0,Teen,5.6,3097
Lifestyle,4.5,13.15014973600887,16.11809565095832,Free,0.0,Everyone,83.0,3071
Tools,4.7,9.867963996467081,15.424948470398375,Free,0.0,Everyone,7.2,3100
Tools,4.4,3.295836866004329,8.517193191416238,Free,0.0,Everyone,15.0,3122
Lifestyle,3.3,4.574710978503383,9.210340371976184,Free,0.0,Everyone,16.0,2217
Tools,4.0,7.160845906664299,11.512925464970229,Free,0.0,Everyone,4.5,3032
Entertainment,4.3,7.32052696227274,11.512925464970229,Free,0.0,Everyone,12.0,3083
Lifestyle,4.3,9.041921720351219,11.512925464970229,Paid,13.99,Everyone,1.1,2630
Tools,4.4,3.6375861597263857,6.907755278982137,Free,0.0,Everyone,8.5,1671
Education/Business,4.9,2.0794415416798357,6.214608098422191,Free,0.0,Everyone,3.1,2961
Tools,4.9,9.257128533474942,11.512925464970229,Free,0.0,Everyone,33.0,3120
Education/Business,3.4,6.601230118728877,10.819778284410283,Free,0.0,Teen,8.5,3136
Lifestyle,3.8,5.159055299214529,9.210340371976184,Free,0.0,Everyone,44.0,2755
Entertainment,4.6,6.35088571671474,11.512925464970229,Free,0.0,Everyone,8.7,3114
Education/Business,4.0,10.318473856527929,13.815510557964274,Free,0.0,Everyone 10+,19.0,3136
Lifestyle,4.8,1.3862943611198906,6.214608098422191,Free,0.0,Everyone,15.0,2882
Social,4.3,1.0986122886681098,4.605170185988092,Free,0.0,Teen,5.3,2821
Social,4.2,10.597609258092302,13.815510557964274,Free,0.0,Mature 17+,6.5,3129
Tools,4.6,8.460411177317253,13.815510557964274,Free,0.0,Everyone,5.4,3132
Tools,4.5,5.4680601411351315,9.210340371976184,Free,0.0,Everyone,6.4,3132
Entertainment,4.5,6.842683282238422,9.210340371976184,Free,0.0,Everyone,35.0,2848
Lifestyle,4.3,10.121698960804775,15.424948470398375,Free,0.0,Everyone,54.0,3092
Lifestyle,4.3,9.497772413172754,13.815510557964274,Free,0.0,Everyone,73.0,3065
Lifestyle,4.8,1.3862943611198906,4.605170185988092,Paid,0.99,Everyone,42.0,2071
Lifestyle,4.3,12.463490079196395,16.11809565095832,Free,0.0,Everyone,9.4,2824
Entertainment,4.1,8.952605375892354,13.122363377404328,Free,0.0,Teen,39.0,3119
Tools,4.7,10.555161484889497,13.815510557964274,Free,0.0,Everyone,49.0,3128
Education/Business,4.7,7.841492924460013,11.512925464970229,Free,0.0,Everyone,18.0,2919
Social,3.9,8.771835409789817,13.122363377404328,Free,0.0,Mature 17+,14.0,2943
Tools,4.4,9.231906149890744,13.815510557964274,Free,0.0,Everyone,78.0,3133
Entertainment,4.5,9.082507000466299,13.815510557964274,Free,0.0,Everyone,24.0,3119
Lifestyle,4.7,1.791759469228055,6.907755278982137,Free,0.0,Everyone,5.1,3012
Lifestyle,4.3,11.053426468369578,13.815510557964274,Free,0.0,Everyone,17.0,2394
Tools,4.6,12.769301897035431,16.11809565095832,Free,0.0,Everyone,5.0,2961
Tools,4.6,13.863124792904626,16.11809565095832,Free,0.0,Everyone,13.0,3136
Entertainment,4.6,8.204124932574041,11.512925464970229,Free,0.0,Everyone,39.0,2995
Lifestyle,3.0,4.330733340286331,8.517193191416238,Paid,1.99,Everyone,39.0,3009
Tools,2.6,4.382026634673881,9.210340371976184,Free,0.0,Everyone,2.2,2687
Education/Business,3.9,7.48324441607385,13.122363377404328,Free,0.0,Mature 17+,4.9,1749
Tools,4.7,4.330733340286331,10.819778284410283,Free,0.0,Everyone,2.2,3016
Lifestyle,4.4,4.343805421853684,8.517193191416238,Free,0.0,Everyone,6.9,2926
Entertainment,4.0,10.09872533459663,13.122363377404328,Free,0.0,Everyone,25.0,3124
Lifestyle,5.0,1.791759469228055,6.214608098422191,Free,0.0,Everyone,2.4,2789
Lifestyle,3.3,3.2188758248682006,6.907755278982137,Free,0.0,Everyone,4.7,1894
Lifestyle,3.5,5.37989735354046,10.819778284410283,Free,0.0,Teen,9.4,2791
Lifestyle,4.0,5.0369526024136295,10.819778284410283,Free,0.0,Teen,58.0,3085
Tools,3.7,2.1972245773362196,6.214608098422191,Free,0.0,Everyone,2.9,3123
Lifestyle,3.0,1.3862943611198906,6.907755278982137,Free,0.0,Everyone,1.2,3103
Tools,4.5,3.1780538303479458,6.907755278982137,Free,0.0,Everyone,22.0,2749
Entertainment,4.5,15.419378989593506,18.420680743952367,Free,0.0,Everyone,9.9,2982
Lifestyle,4.1,12.076106319070147,16.11809565095832,Free,0.0,Everyone,16.0,2882
Lifestyle,4.3,4.553876891600541,9.210340371976184,Free,0.0,Teen,28.0,2976
Tools,4.2,10.15840105193914,13.815510557964274,Free,0.0,Everyone,5.5,2858
Education/Business,3.5,8.257385655730436,13.815510557964274,Free,0.0,Everyone,8.2,3133
Entertainment,3.4,1.6094379124341003,3.912023005428146,Free,0.0,Everyone,21.0,2062
Tools,4.3,3.6109179126442243,8.517193191416238,Free,0.0,Everyone,0.3154296875,1960
Tools,4.3,3.4965075614664802,6.214608098422191,Paid,3.99,Everyone,1.0,1881
Social,4.4,13.201045159438523,16.11809565095832,Free,0.0,Teen,5.3,3125
Tools,4.8,1.3862943611198906,6.214608098422191,Free,0.0,Everyone,4.5,2888
Tools,4.2,6.257667587882639,10.819778284410283,Free,0.0,Everyone,2.9,2855
Entertainment,3.5,3.9889840465642745,9.210340371976184,Free,0.0,Everyone,0.181640625,1207
Lifestyle,4.5,7.631431664576906,13.122363377404328,Free,0.0,Everyone,42.0,3086
Lifestyle,4.5,11.744172097467565,15.424948470398375,Free,0.0,Everyone,4.3,3107
Lifestyle,3.7,7.7823903355874595,13.122363377404328,Free,0.0,Everyone,2.9,2561
Tools,3.1,4.718498871295094,6.907755278982137,Paid,0.99,Everyone,8.8,2672
Lifestyle,3.9,13.073055479233776,16.11809565095832,Free,0.0,Everyone,35.0,3098
Entertainment,4.8,3.713572066704308,8.517193191416238,Free,0.0,Everyone,1.9,3000
Entertainment,4.3,14.306346921019152,18.420680743952367,Free,0.0,Everyone,57.0,3105
Lifestyle,4.5,11.776089409608284,16.11809565095832,Free,0.0,Everyone,25.0,3136
Lifestyle,4.3,10.987865681176412,13.815510557964274,Free,0.0,Everyone 10+,50.0,3009
Lifestyle,4.0,1.791759469228055,4.605170185988092,Free,0.0,Everyone,20.0,2448
Lifestyle,3.4,6.464588303689961,9.210340371976184,Paid,1.99,Everyone 10+,26.0,2048
Tools,3.4,4.07753744390572,9.210340371976184,Free,0.0,Everyone,1.3,1851
Social,4.7,2.6390573296152584,8.517193191416238,Free,0.0,Mature 17+,21.0,3136
Lifestyle,4.1,11.09609096962448,15.424948470398375,Free,0.0,Everyone,7.7,3118
Education/Business,4.8,2.0794415416798357,8.517193191416238,Free,0.0,Everyone,2.6,2860
Lifestyle,4.8,11.145897108952004,16.11809565095832,Free,0.0,Everyone,10.0,3125
Lifestyle,3.7,7.922261058353247,13.122363377404328,Free,0.0,Everyone,8.6,3097
Tools,1.7,2.302585092994046,6.214608098422191,Free,0.0,Everyone,23.0,2895
Lifestyle,4.5,11.350582990491587,13.815510557964274,Free,0.0,Everyone 10+,46.0,3134
Lifestyle,4.5,10.744386411485507,16.11809565095832,Free,0.0,Everyone,33.0,3115
Tools,4.3,6.84587987526405,11.512925464970229,Free,0.0,Everyone,0.3779296875,2792
Lifestyle,4.3,11.46709092862643,16.11809565095832,Free,0.0,Teen,15.0,3136
Entertainment,3.4,8.374246182096304,11.512925464970229,Free,0.0,Everyone,4.9,2133
Lifestyle,3.9,9.22197245620589,13.815510557964274,Free,0.0,Everyone,13.0,3101
Education/Business,4.3,9.717157974344635,13.815510557964274,Free,0.0,Everyone,24.0,3091
Tools,4.5,1.3862943611198906,3.912023005428146,Free,0.0,Everyone,0.4990234375,2556
Education/Business,2.4,2.1972245773362196,6.907755278982137,Free,0.0,Everyone,3.8,2942
Tools,4.1,10.897368757042468,15.424948470398375,Free,0.0,Teen,5.8,3071
Lifestyle,4.8,2.833213344056216,4.605170185988092,Paid,3.99,Mature 17+,23.0,2572
Entertainment,4.7,12.466319284795885,16.11809565095832,Free,0.0,Everyone,17.0,3065
Entertainment,4.2,10.915342977277955,13.815510557964274,Free,0.0,Teen,28.0,2894
Social,4.1,11.70447927307776,16.11809565095832,Free,0.0,Everyone,39.0,3113
Lifestyle,4.5,10.291976036437175,13.815510557964274,Free,0.0,Teen,56.0,3065
Tools,4.2,3.9889840465642745,8.517193191416238,Free,0.0,Everyone,22.0,3026
Tools,4.3,3.58351893845611,8.517193191416238,Free,0.0,Everyone,12.0,2789
Lifestyle,3.9,7.389563953677635,11.512925464970229,Free,0.0,Everyone,7.0,2836
Entertainment,2.9,4.189654742026425,9.210340371976184,Free,0.0,Everyone,8.9,2511
Education/Business,4.4,11.187223025328281,13.815510557964274,Free,0.0,Everyone,6.7,3097
Entertainment,4.7,4.248495242049359,6.907755278982137,Free,0.0,Everyone,14.0,3109
Entertainment,4.5,13.38934465933207,16.11809565095832,Free,0.0,Everyone,16.0,3092
Tools,4.5,12.518263167273844,15.424948470398375,Free,0.0,Everyone,22.0,3113
Entertainment,3.3,4.1588830833596715,8.517193191416238,Free,0.0,Everyone,5.7,3015
Entertainment,3.4,11.906162784118516,16.11809565095832,Free,0.0,Everyone,78.0,3129
Lifestyle,3.1,9.21094019204815,13.815510557964274,Free,0.0,Everyone,53.0,3128
Entertainment,4.0,6.678342114654332,11.512925464970229,Free,0.0,Teen,41.0,2797
Tools,3.7,5.093750200806762,9.210340371976184,Free,0.0,Everyone,26.0,3132
Entertainment,4.7,6.68586094706836,8.517193191416238,Paid,1.99,Everyone,3.5,3132
Entertainment,4.3,10.16400395691514,13.122363377404328,Free,0.0,Everyone 10+,36.0,2075
Lifestyle,4.1,4.382026634673881,6.907755278982137,Free,0.0,Everyone,13.0,3085
Education/Business,2.9,3.258096538021482,6.907755278982137,Free,0.0,Everyone,36.0,2973
Tools,3.0,5.752572638825633,11.512925464970229,Free,0.0,Everyone,22.0,2839
Tools,4.6,9.686201810706079,13.815510557964274,Free,0.0,Everyone,5.4,3133
Entertainment,4.2,12.430003886535388,15.424948470398375,Free,0.0,Teen,44.0,3114
Lifestyle,3.5,1.791759469228055,6.907755278982137,Free,0.0,Everyone,2.9,2671
Education/Business,2.8,6.7464121285733745,11.512925464970229,Free,0.0,Everyone,30.0,3098
Tools,4.5,2.0794415416798357,4.605170185988092,Free,0.0,Everyone,3.1,3079
Lifestyle,4.5,9.368710707947624,13.815510557964274,Free,0.0,Everyone,48.0,3136
Lifestyle,4.5,8.805824812903607,13.122363377404328,Free,0.0,Everyone,4.4,2457
Tools,4.0,7.3427791893318455,11.512925464970229,Free,0.0,Everyone,74.0,3132
Lifestyle,4.0,11.200745760918048,15.424948470398375,Free,0.0,Teen,46.0,2861
Lifestyle,3.8,6.840546529288687,10.819778284410283,Free,0.0,Teen,22.0,3006
Entertainment,4.4,14.566565732469904,17.72753356339242,Free,0.0,Everyone 10+,70.0,3101
Lifestyle,4.4,6.212606095751519,11.512925464970229,Free,0.0,Everyone,27.0,2993
Lifestyle,4.0,10.587770562157601,16.11809565095832,Free,0.0,Everyone 10+,72.0,2829
Entertainment,4.3,9.039789270781144,13.122363377404328,Free,0.0,Everyone 10+,59.0,3118
Social,4.3,4.1588830833596715,10.819778284410283,Free,0.0,Teen,3.3,3002
Lifestyle,3.3,9.684273769557766,13.815510557964274,Free,0.0,Teen,3.8,2344
Tools,4.1,4.189654742026425,6.907755278982137,Paid,1.29,Everyone,0.0166015625,1363
Tools,4.2,12.242597420212546,16.11809565095832,Free,0.0,Everyone,6.4,3125
Education/Business,3.7,6.816735880594968,11.512925464970229,Free,0.0,Everyone,0.068359375,931
Tools,4.1,8.743053050224676,13.815510557964274,Free,0.0,Everyone,1.7,2318
Lifestyle,4.3,7.103322062526113,13.122363377404328,Free,0.0,Everyone 10+,59.0,3083
Tools,3.7,9.129238770539141,13.815510557964274,Free,0.0,Everyone,1.7,3023
Tools,4.5,3.828641396489095,6.907755278982137,Free,0.0,Everyone,24.0,3059
Lifestyle,4.9,10.815569439636228,13.815510557964274,Free,0.0,Everyone,14.0,2869
Lifestyle,4.3,3.8066624897703196,9.210340371976184,Free,0.0,Everyone,2.2,2916
Entertainment,4.2,8.28045768658256,11.512925464970229,Free,0.0,Teen,42.0,2645
Lifestyle,3.5,5.043425116919247,9.210340371976184,Free,0.0,Everyone,12.0,2842
Lifestyle,3.5,2.0794415416798357,6.907755278982137,Free,0.0,Everyone,7.9,3100
Education/Business,2.2,5.075173815233827,10.819778284410283,Free,0.0,Everyone 10+,32.0,3065
Education/Business,3.6,3.871201010907891,8.517193191416238,Free,0.0,Everyone,26.0,3016
Entertainment,4.6,4.59511985013459,9.210340371976184,Free,0.0,Everyone,13.0,3108
Social,4.2,7.119635638017636,11.512925464970229,Free,0.0,Teen,3.3,3135
Education/Business,4.1,1.9459101490553132,6.907755278982137,Free,0.0,Everyone,12.0,3119
Lifestyle,4.3,11.472572110621012,15.424948470398375,Free,0.0,Everyone,25.0,2398
Tools,3.9,4.02535169073515,9.210340371976184,Free,0.0,Everyone,2.3,2544
Entertainment,3.9,9.186559843310778,13.815510557964274,Free,0.0,Everyone,14.0,2677
Entertainment,4.3,5.19295685089021,8.517193191416238,Free,0.0,Everyone,24.0,3118
Lifestyle,2.4,5.3471075307174685,9.210340371976184,Free,0.0,Everyone,4.0,2732
Entertainment,5.0,2.5649493574615367,4.605170185988092,Free,0.0,Everyone,2.6,2811
Tools,4.3,4.0943445622221,6.907755278982137,Paid,3.99,Everyone,6.9,3113
Tools,4.6,6.484635235635252,11.512925464970229,Free,0.0,Everyone,3.5,3049
Tools,4.2,7.368970402194793,13.122363377404328,Free,0.0,Everyone,1.5,2806
Social,4.6,11.450305102988562,15.424948470398375,Free,0.0,Everyone,14.0,3134
Entertainment,4.4,9.307739277963316,11.512925464970229,Paid,3.99,Teen,16.0,2947
Lifestyle,4.5,7.696212639346407,13.815510557964274,Free,0.0,Everyone,73.0,3125
Tools,4.8,11.66980954850063,15.424948470398375,Free,0.0,Everyone,35.0,3135
Tools,4.4,1.9459101490553132,6.907755278982137,Free,0.0,Everyone,5.6,2566
Lifestyle,4.3,6.925595197110468,11.512925464970229,Free,0.0,Everyone,35.0,2735
Tools,4.2,11.061924142849904,15.424948470398375,Free,0.0,Teen,2.3,2089
Education/Business,4.5,11.115220171473505,13.815510557964274,Free,0.0,Everyone 10+,6.3,3059
Lifestyle,4.9,3.258096538021482,6.907755278982137,Free,0.0,Teen,8.4,3097
Education/Business,4.2,3.295836866004329,9.210340371976184,Free,0.0,Everyone,4.3,2951
Social,4.7,10.521102670483636,13.122363377404328,Free,0.0,Teen,4.8,3134
Lifestyle,4.4,6.829793737512425,9.210340371976184,Paid,1.99,Everyone,40.0,1820
Entertainment,4.6,7.29641326877392,9.210340371976184,Paid,4.99,Teen,34.0,2923
Tools,3.8,8.599878558034845,16.11809565095832,Free,0.0,Everyone,1.3,2873
Education/Business,3.4,3.2188758248682006,9.210340371976184,Free,0.0,Everyone,16.0,3129
Tools,4.4,11.841307924548385,16.11809565095832,Free,0.0,Everyone,22.0,3056
Lifestyle,4.2,9.25339986143663,13.122363377404328,Free,0.0,Teen,27.0,3139
Education/Business,4.4,10.676208099877172,13.815510557964274,Free,0.0,Everyone,40.0,3111
Education/Business,3.4,10.633207713326913,15.424948470398375,Free,0.0,Teen,25.0,3126
Tools,4.9,11.513745128953905,13.815510557964274,Free,0.0,Everyone,3.7,3111
Lifestyle,3.7,8.39931015075952,13.122363377404328,Free,0.0,Everyone,10.0,3108
Social,4.1,9.795623906660182,13.122363377404328,Free,0.0,Teen,89.0,3135
Entertainment,4.2,6.866933284461882,10.819778284410283,Free,0.0,Everyone,18.0,2057
Entertainment,4.6,7.614312146452,11.512925464970229,Free,0.0,Teen,56.0,2999
Tools,4.2,11.400226981044614,16.11809565095832,Free,0.0,Everyone,29.0,2951
Social,2.2,4.127134385045092,9.210340371976184,Free,0.0,Everyone,34.0,3020
Lifestyle,3.3,8.322151070212902,11.512925464970229,Free,0.0,Everyone,14.0,3112
Education/Business,4.1,5.3706380281276624,9.210340371976184,Free,0.0,Teen,30.0,2986
Entertainment,4.5,2.6390573296152584,4.605170185988092,Free,0.0,Teen,45.0,3101
Tools,4.7,11.82437289097227,13.815510557964274,Free,0.0,Everyone,3.1,3112
Lifestyle,4.4,6.432940092739179,9.210340371976184,Free,0.0,Everyone,2.5,3050
Tools,4.6,1.9459101490553132,6.907755278982137,Free,0.0,Everyone,3.9,2975
Entertainment,4.3,9.052164937010307,11.512925464970229,Free,0.0,Everyone 10+,29.0,2132
Education/Business,4.5,2.0794415416798357,6.214608098422191,Free,0.0,Everyone,5.1,3115
Entertainment,4.0,9.313348122050412,13.815510557964274,Free,0.0,Everyone,61.0,3093
Tools,4.4,2.4849066497880004,6.907755278982137,Paid,16.99,Everyone,3.8,2583
Entertainment,3.4,5.198497031265826,9.210340371976184,Free,0.0,Everyone,10.0,2203
Tools,4.5,5.093750200806762,9.210340371976184,Paid,1.99,Everyone,0.3662109375,2040
Tools,3.7,3.367295829986474,9.210340371976184,Free,0.0,Everyone,3.3,2750
Lifestyle,4.4,4.31748811353631,10.819778284410283,Free,0.0,Everyone,4.2,2847
Entertainment,3.7,9.684896124569141,13.122363377404328,Free,0.0,Mature 17+,94.0,2874
Social,4.4,10.518159546219628,13.815510557964274,Free,0.0,Everyone,4.0,3108
Social,3.9,6.747586526829315,11.512925464970229,Free,0.0,Mature 17+,27.0,3132
Lifestyle,3.8,2.302585092994046,6.907755278982137,Free,0.0,Everyone,22.0,2491
Entertainment,4.5,7.330405211844402,10.819778284410283,Free,0.0,Everyone,89.0,3140
Lifestyle,2.7,1.0986122886681098,4.605170185988092,Free,0.0,Everyone 10+,9.4,3100
Tools,4.4,4.1588830833596715,6.907755278982137,Free,0.0,Everyone,66.0,2734
Tools,2.7,4.48863636973214,9.210340371976184,Free,0.0,Mature 17+,2.3,3133
Entertainment,4.7,10.952664468932817,13.815510557964274,Free,0.0,Teen,27.0,3125
Education/Business,4.3,4.174387269895637,9.210340371976184,Free,0.0,Everyone,3.5,3040
Education/Business,3.7,6.278521424165844,10.819778284410283,Free,0.0,Everyone,3.8,3138
Entertainment,4.2,9.628655892063167,13.815510557964274,Free,0.0,Teen,15.0,3121
Social,4.3,13.940855155042719,16.11809565095832,Free,0.0,Everyone,4.7,2282
Entertainment,4.2,9.733647773244229,13.815510557964274,Free,0.0,Teen,59.0,3100
Entertainment,4.1,12.441962614999554,16.11809565095832,Free,0.0,Everyone,13.0,3135
Entertainment,3.9,12.093592400196163,16.11809565095832,Free,0.0,Everyone,65.0,2550
Lifestyle,3.7,1.0986122886681098,6.907755278982137,Free,0.0,Everyone,27.0,2985
Lifestyle,5.0,3.044522437723423,4.605170185988092,Free,0.0,Everyone,2.5,2860
Entertainment,3.8,5.700443573390687,9.210340371976184,Free,0.0,Everyone,25.0,2870
Lifestyle,4.6,2.0794415416798357,6.907755278982137,Free,0.0,Everyone,18.0,3094
Education/Business,4.0,1.791759469228055,6.214608098422191,Free,0.0,Everyone,3.5,3055
Entertainment,3.9,7.805474625270857,13.122363377404328,Free,0.0,Everyone,37.0,2809
Tools,2.5,7.935229539816907,13.815510557964274,Free,0.0,Everyone,3.8,3069
Entertainment,4.5,6.966024187106113,11.512925464970229,Free,0.0,Everyone,3.2,2910
Entertainment,4.7,3.4657359027997265,6.907755278982137,Free,0.0,Teen,24.0,3113
Entertainment,4.4,8.365905077202456,11.512925464970229,Free,0.0,Everyone,4.4,2673
Lifestyle,5.0,0.0,2.302585092994046,Free,0.0,Everyone,7.8,3111
Education/Business,4.7,2.6390573296152584,6.907755278982137,Free,0.0,Everyone,27.0,2985
Lifestyle,4.5,11.316241257340437,17.72753356339242,Free,0.0,Everyone,30.0,3107
Entertainment,4.4,12.204766793276132,16.11809565095832,Free,0.0,Everyone,66.0,3139
Tools,4.3,11.007054214669369,15.424948470398375,Free,0.0,Everyone,13.0,1833
Tools,4.6,6.731018100482083,10.819778284410283,Free,0.0,Teen,11.0,3010
Entertainment,1.5,0.6931471805599453,1.6094379124341003,Free,0.0,Everyone,26.0,2973
Tools,4.7,8.487970332739334,10.819778284410283,Paid,2.49,Everyone,18.0,2952
Tools,4.3,10.093074320321495,15.424948470398375,Free,0.0,Everyone,8.5,2128
Education/Business,4.3,9.770298958292383,13.815510557964274,Free,0.0,Everyone,17.0,3122
Education/Business,4.0,3.6109179126442243,8.517193191416238,Free,0.0,Everyone,3.9,2876
Tools,4.1,5.780743515792329,8.517193191416238,Paid,6.99,Everyone,0.3056640625,2788
Tools,5.0,1.6094379124341003,6.907755278982137,Free,0.0,Everyone,17.0,2941
Lifestyle,5.0,1.0986122886681098,4.605170185988092,Free,0.0,Everyone,12.0,2189
Lifestyle,4.6,3.784189633918261,9.210340371976184,Free,0.0,Everyone,45.0,2930
Lifestyle,5.0,3.4965075614664802,6.214608098422191,Free,0.0,Everyone,28.0,3048
Education/Business,4.6,3.970291913552122,8.517193191416238,Free,0.0,Everyone,16.0,2090
Lifestyle,4.3,10.449120317807525,15.424948470398375,Free,0.0,Everyone,60.0,3122
Lifestyle,4.5,11.55279981061309,15.424948470398375,Free,0.0,Teen,37.0,3134
Lifestyle,3.8,5.123963979403259,9.210340371976184,Free,0.0,Everyone,24.0,2616
Lifestyle,3.8,7.843064016692054,11.512925464970229,Free,0.0,Everyone,4.9,2951
Entertainment,5.0,1.9459101490553132,4.605170185988092,Free,0.0,Everyone,68.0,3125
Education/Business,3.9,2.302585092994046,6.214608098422191,Free,0.0,Everyone,55.0,2994
Entertainment,5.0,2.6390573296152584,4.605170185988092,Free,0.0,Everyone,16.0,2726
Entertainment,2.9,8.012018239159062,11.512925464970229,Free,0.0,Everyone,24.0,3104
Entertainment,4.5,9.703327837612294,13.122363377404328,Free,0.0,Teen,13.0,3120
Entertainment,4.5,10.385481509633417,13.815510557964274,Free,0.0,Everyone,19.0,3134
Lifestyle,1.0,0.0,3.912023005428146,Paid,1.49,Everyone,2.0,829
Education/Business,4.0,3.091042453358316,6.907755278982137,Free,0.0,Everyone,34.0,2435
Social,4.3,15.247733373417532,18.420680743952367,Free,0.0,Everyone,16.0,3120
Entertainment,4.1,8.127699852817772,10.819778284410283,Paid,29.99,Everyone,25.0,3113
Lifestyle,4.0,12.497383127335958,16.11809565095832,Free,0.0,Teen,13.0,1522
Entertainment,4.1,10.803872454726505,13.815510557964274,Free,0.0,Everyone,1.9,2575
Education/Business,4.5,4.060443010546419,9.210340371976184,Free,0.0,Everyone,2.7,2168
Tools,4.0,2.1972245773362196,6.214608098422191,Free,0.0,Everyone,3.1,1966
Lifestyle,4.8,13.25381611111355,16.11809565095832,Free,0.0,Everyone,20.0,3135
Social,4.7,6.3080984415095305,9.210340371976184,Free,0.0,Teen,17.0,2371
Entertainment,4.7,10.23480366200797,11.512925464970229,Paid,2.99,Teen,50.0,1917
Lifestyle,4.4,3.4339872044851463,4.605170185988092,Paid,0.99,Everyone,4.2,1322
Lifestyle,3.9,10.289260027298557,13.815510557964274,Free,0.0,Mature 17+,66.0,2536
Lifestyle,4.9,3.6109179126442243,4.605170185988092,Free,0.0,Everyone,10.0,3130
Entertainment,4.3,12.877293695756423,16.11809565095832,Free,0.0,Everyone,43.0,3092
Lifestyle,4.2,9.786166909959585,13.815510557964274,Free,0.0,Everyone,16.0,3055
Lifestyle,4.6,1.9459101490553132,6.907755278982137,Free,0.0,Mature 17+,7.3,3022
Lifestyle,4.1,7.10085190894405,11.512925464970229,Free,0.0,Everyone,13.0,3076
Tools,4.2,3.258096538021482,8.517193191416238,Free,0.0,Everyone,2.2,3076
Tools,4.0,7.246368080102461,11.512925464970229,Free,0.0,Everyone,0.1962890625,1698
Tools,4.4,9.169726689090886,18.420680743952367,Free,0.0,Everyone,2.5,3107
Lifestyle,4.5,2.302585092994046,4.605170185988092,Free,0.0,Everyone,2.5,3102
Lifestyle,4.3,8.39728289474368,13.122363377404328,Free,0.0,Everyone,7.9,2252
Entertainment,4.7,13.80619025859958,16.11809565095832,Free,0.0,Everyone,75.0,3065
Education/Business,5.0,4.6443908991413725,6.907755278982137,Free,0.0,Everyone,2.3,3140
Entertainment,2.4,6.311734809152915,11.512925464970229,Free,0.0,Everyone,0.8818359375,1532
Lifestyle,4.2,8.12533508671429,11.512925464970229,Free,0.0,Mature 17+,62.0,2638
Tools,4.2,2.3978952727983707,6.214608098422191,Paid,0.99,Everyone,3.1,2956
Lifestyle,3.7,7.298445101508147,11.512925464970229,Free,0.0,Everyone,43.0,2668
Lifestyle,4.2,6.089044875446846,11.512925464970229,Free,0.0,Everyone,24.0,3014
Lifestyle,4.5,6.899723107284872,11.512925464970229,Free,0.0,Teen,49.0,3135
Lifestyle,4.3,6.3784261836515865,11.512925464970229,Free,0.0,Mature 17+,3.6,2802
Tools,5.0,0.6931471805599453,2.302585092994046,Paid,0.99,Everyone,1.7,3131
Entertainment,4.1,5.8971538676367405,10.819778284410283,Free,0.0,Everyone 10+,67.0,3064
Entertainment,3.7,9.946499148129375,13.815510557964274,Free,0.0,Everyone,22.0,3081
Lifestyle,3.5,1.3862943611198906,6.907755278982137,Free,0.0,Everyone,21.0,2821
Lifestyle,3.0,1.3862943611198906,6.907755278982137,Free,0.0,Everyone,8.0,2715
Tools,3.9,4.736198448394496,8.517193191416238,Free,0.0,Everyone,18.0,2996
Tools,4.0,0.6931471805599453,2.302585092994046,Free,0.0,Everyone,10.0,3126
Lifestyle,4.5,10.794542524342022,11.512925464970229,Paid,0.99,Everyone,9.3,1740
Education/Business,4.4,3.58351893845611,6.907755278982137,Free,0.0,Everyone,10.0,3006
Lifestyle,4.5,11.591089485939582,15.424948470398375,Free,0.0,Teen,40.0,3136
Tools,4.3,10.948136318260808,13.815510557964274,Free,0.0,Everyone,9.6,3059
Education/Business,4.2,6.129050210060545,9.210340371976184,Free,0.0,Everyone,11.0,2465
Entertainment,4.7,13.49516341046373,16.11809565095832,Free,0.0,Teen,31.0,3136
Lifestyle,4.5,10.68857560679443,16.11809565095832,Free,0.0,Everyone,77.0,3121
Tools,4.4,10.945758740331856,13.815510557964274,Free,0.0,Everyone,25.0,3107
Tools,3.5,2.772588722239781,6.907755278982137,Free,0.0,Everyone,21.0,3122
Tools,4.3,10.293500556085371,13.815510557964274,Free,0.0,Everyone,4.3,2357
Tools,4.8,2.4849066497880004,6.907755278982137,Paid,19.99,Everyone,18.0,2712
Entertainment,3.8,2.833213344056216,6.907755278982137,Free,0.0,Everyone,30.0,2993
Entertainment,4.1,10.06219924369095,13.815510557964274,Free,0.0,Everyone,30.0,3113
Entertainment,4.0,9.363576347875041,13.815510557964274,Free,0.0,Everyone,4.5,2941
Social,3.7,5.2832037287379885,9.210340371976184,Paid,2.99,Everyone,0.9345703125,2231
Entertainment,4.2,7.80057265467065,11.512925464970229,Free,0.0,Teen,9.6,3126
Education/Business,4.7,1.0986122886681098,4.605170185988092,Free,0.0,Everyone,8.2,2957
Lifestyle,4.4,3.044522437723423,6.907755278982137,Free,0.0,Everyone,32.0,3051
Education/Business,4.3,4.382026634673881,8.517193191416238,Free,0.0,Everyone 10+,8.7,3090
Entertainment,4.4,9.668144893764921,13.815510557964274,Free,0.0,Teen,42.0,3078
